Name,Cells,Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),set,Common ID,Uncommon ID,Rare,Epic ID,Legendary ID,Unreal ID,Legacy ID,Legacy
Twilight Garnet,2,4 000 000,10500000,27500000,75000000,200000000,500000000,3.50%,8.00%,15.00%,24.00%,35.00%,55.00%,,6836bac2e2ea0a4c827088ec,6845bb88ccf7adb5d759957a,6845bb88ccf7adb5d7599582,6845bb88ccf7adb5d759958a,6845bb88ccf7adb5d7599592,6845bb88ccf7adb5d759959a,,
Crescent Diadem,2,3 000 000,8000000,21000000,55000000,150000000,400000000,3.00%,7.00%,14.00%,22.00%,32.00%,50.00%,,6836bca9e2ea0a4c82708f2f,6845bc1bccf7adb5d7599738,6845bc1bccf7adb5d7599740,6845bc1bccf7adb5d7599748,6845bc1bccf7adb5d7599750,6845bc1bccf7adb5d7599758,,
The Last Sail,2,18 000 000,47250000,124040000,,,,10.00%,25.00%,50.00%,,,,,6837463ae2ea0a4c82736e39,6837463ae2ea0a4c82736e3c,6837463ae2ea0a4c82736e42,,,,,
Golden Goal,2,250 000,650000,1750000,4500000,12000000,40000000,0.00%,1.00%,3.00%,8.00%,14.00%,25.00%,,68385f8de2ea0a4c8275fd85,68385f8de2ea0a4c8275fd88,68385f8de2ea0a4c8275fd8e,68385f8de2ea0a4c8275fd94,68385f8de2ea0a4c8275fd9a,68385f8de2ea0a4c8275fda0,,
Frozen Shot Glass,1,12 000 000,,,,,,4.00%,,,,,,,683dba9ba556319b9a73b01c,,,,,,,
Raven's Eye,1,4 500 000,,,,,,2.00%,,,,,,,6842e69accf7adb5d758c8c7,,,,,,,
Moonshot Flask,1,1 000 000,,,,,,1.00%,,,,,,,6842e6c1ccf7adb5d758c91c,,,,,,,
Shattered Helm,1,6 500 000,,,,,,3.00%,,,,,,,6842e6e9ccf7adb5d758c9de,,,,,,,
Silver Wing,1,16 000 000,,,,,,6.00%,,,,,,,6842e70cccf7adb5d758ca34,,,,,,,
Endless Profit,2,13 000 000,34130000,89600000,235200000,618000000,1630000000,8.00%,10.00%,17.00%,25.00%,37.00%,50.00%,,683e13b3a556319b9a745939,683e13b3a556319b9a74593c,683e13b3a556319b9a745942,683e13b3a556319b9a745948,683e13b3a556319b9a74594e,683e13b3a556319b9a745954,,
Game Switcher,2,1 000 000,3000000,7000000,25000000,75000000,200000000,1.00%,3.00%,8.00%,14.00%,25.00%,40.00%,,683dc2a9a556319b9a73cd03,683dc2a9a556319b9a73cd06,683dc2a9a556319b9a73cd0c,683dc2a9a556319b9a73cd12,683dc2a9a556319b9a73cd18,683dc2a9a556319b9a73cd1e,,
Hames Hirkin,1,30 000 000,,,,,,5.00%,,,,,,Designer_Set,68494781ccf7adb5d765052d,,,,,,,
Hamel Classic,1,25 000 000,,,,,,8.00%,,,,,,Designer_Set,684947c1ccf7adb5d76505a6,,,,,,,
Hamior Lady,1,9 000 000,,,,,,8.00%,,,,,,Designer_Set,68626962411d00ff277d76e9,,,,,,,
Hames Hamelly,1,18 000 000,,,,,,5.00%,,,,,,Designer_Set,68626997411d00ff277d7a18,,,,,,,
Hamior Haddle,1,10 000 000,,,,,,4.00%,,,,,,Designer_Set,686269cb411d00ff277d7a80,,,,,,,
Hamuis Hamton,1,20 000 000,,,,,,9.00%,,,,,,Designer_Set,686269fb411d00ff277d7b8d,,,,,,,
Hammuchi Hamhidia,1,7 000 000,,,,,,6.00%,,,,,,Designer_Set,68626a5c411d00ff277d815a,,,,,,,
Hiu Hamder,1,25 000 000,,,,,,15.00%,,,,,,Designer_Set,68626a8e411d00ff277d81cc,,,,,,,
Pillar Pillagers,2,5 000 000,13000000,35000000,90000000,240000000,650000000,2.00%,4.00%,9.00%,18.00%,30.00%,50.00%,,68481e9accf7adb5d75f7b04,68481e9accf7adb5d75f7b07,68481e9accf7adb5d75f7b0d,68481e9accf7adb5d75f7b13,68481e9accf7adb5d75f7b19,68481e9accf7adb5d75f7b1f,,
Sarcophagist Express,2,4 000 000,10500000,27500000,72500000,190000000,500000000,1.00%,3.00%,8.00%,14.00%,25.00%,35.00%,,6848211dccf7adb5d75f7c78,6848211dccf7adb5d75f7c7b,6848211dccf7adb5d75f7c81,6848211dccf7adb5d75f7c87,6848211dccf7adb5d75f7c8d,6848211dccf7adb5d75f7c93,,
HAMTTP,2,150 000,400000,1050000,2800000,8000000,30000000,1.00%,2.50%,5.00%,10.00%,20.00%,35.00%,,68499d93da7e9507821c8bb4,68499d93da7e9507821c8bb7,68499d93da7e9507821c8bbf,68499d93da7e9507821c8bc7,68499d93da7e9507821c8bcf,68499d93da7e9507821c8bd7,,
Easy Street,2,1 000,,,,,,0.00%,,,,,,,68493d39ccf7adb5d7644f15,,,,,,,
High Stakes,2,1 000,,,,,,0.00%,,,,,,,68493d18ccf7adb5d7644e0d,,,,,,,
Crown Ballot,1,2 000 000,5500000,15000000,40000000,100000000,250000000,0.50%,2.00%,6.00%,18.00%,30.00%,45.00%,,68493e82ccf7adb5d76471a1,68493e82ccf7adb5d76471a4,68493e82ccf7adb5d76471ac,68493e82ccf7adb5d76471b4,68493e82ccf7adb5d76471bc,68493e82ccf7adb5d76471c4,,
Retro Glitch,2,1 500 000,5500000,15000000,40000000,100000000,250000000,1.50%,3.00%,7.00%,16.00%,30.00%,45.00%,,684bf35a212de5a5a7297f9d,684bf35a212de5a5a7297fa0,684bf35a212de5a5a7297fa8,684bf35a212de5a5a7297fb0,684bf35a212de5a5a7297fb8,684bf35a212de5a5a7297fc0,,
Liquid,2,5 000 000,13500000,35000000,100000000,250000000,700000000,5.00%,9.00%,16.00%,24.00%,35.00%,55.00%,,685138be212de5a5a7363fd8,685138be212de5a5a7363fdb,685138be212de5a5a7363fe3,685138be212de5a5a7363feb,685138be212de5a5a7363ff3,685138be212de5a5a7363ffb,,
Abyss Stone,2,3 000 000,8000000,21000000,55000000,150000000,400000000,2.00%,4.00%,9.00%,16.00%,27.00%,50.00%,,685178ec212de5a5a737d54a,685178ec212de5a5a737d54d,685178ec212de5a5a737d555,685178ec212de5a5a737d55d,685178ec212de5a5a737d565,685178ec212de5a5a737d56d,,
Crustacean Cache,2,1 000 000,2650000,7000000,17500000,50000000,130000000,1.00%,2.50%,6.00%,15.00%,25.00%,40.00%,,68552cc8411d00ff275e5103,68552cc8411d00ff275e5106,68552cc8411d00ff275e510e,68552cc8411d00ff275e5116,68552cc8411d00ff275e511e,68552cc8411d00ff275e5126,,
Ra-Ham,2,8 500 000,20000000,52500000,137900000,362000000,960000000,4.50%,10.00%,16.00%,24.00%,35.00%,55.00%,,68542b66411d00ff275c37b7,68542b66411d00ff275c37ba,68542b66411d00ff275c37c2,68542b66411d00ff275c37ca,68542b66411d00ff275c37d2,68542b66411d00ff275c37da,,
Valkyrie's Echo,2,4 000 000,10500000,28000000,75000000,200000000,500000000,3.00%,7.00%,14.00%,22.00%,32.00%,50.00%,,68590562411d00ff276379cb,68590562411d00ff276379ce,68590562411d00ff276379d6,68590562411d00ff276379de,68590562411d00ff276379e6,68590562411d00ff276379ee,,
Festa Junina,2,20 000 000,52500000,137820000,361800000,950000000,2500000000,8.80%,10.00%,17.00%,25.00%,37.00%,50.00%,,6855561f411d00ff2760287e,6855561f411d00ff27602881,6855561f411d00ff27602889,6855561f411d00ff27602891,6855561f411d00ff27602899,6855561f411d00ff276028a1,,
Rio Reveler,2,250 000,750000,2500000,7500000,25000000,75000000,0.50%,1.50%,5.00%,10.00%,18.00%,40.00%,,685925c7411d00ff2766179b,685925c7411d00ff2766179e,685925c7411d00ff276617a4,685925c7411d00ff276617aa,685925c7411d00ff276617b0,685925c7411d00ff276617b6,,
Cub,2,600 000,1600000,4500000,11000000,30000000,80000000,0.50%,1.50%,3.00%,6.00%,14.00%,20.00%,,6859653d411d00ff276906d5,6859653d411d00ff276906d8,6859653d411d00ff276906e0,6859653d411d00ff276906e8,6859653d411d00ff276906f0,6859653d411d00ff276906f6,,
Fang,2,1 500 000,4000000,10500000,27500000,75000000,200000000,3.50%,6.00%,10.00%,16.00%,25.00%,40.00%,,68596799411d00ff276924d7,68596799411d00ff276924da,68596799411d00ff276924df,68596799411d00ff276924e4,68596799411d00ff276924e9,68596799411d00ff276924ee,,
Fenri-RLT,2,7 500 000,20000000,55000000,140000000,350000000,1000000000,8.00%,12.00%,18.00%,26.00%,40.00%,55.00%,,6859704f411d00ff27695833,6859704f411d00ff27695836,6859704f411d00ff2769583e,6859704f411d00ff27695846,6859704f411d00ff2769584e,6859704f411d00ff27695856,,
Frostbloom,2,11 000 000,28880000,75810000,199100000,523000000,1380000000,7.00%,10.00%,17.00%,25.00%,37.00%,50.00%,,685a7d52411d00ff276bf0d3,685a7d52411d00ff276bf0d6,685a7d52411d00ff276bf0de,685a7d52411d00ff276bf0e6,685a7d52411d00ff276bf0ee,685a7d52411d00ff276bf0f6,,
Enigma,2,800 000,2250000,5750000,15000000,40000000,110000000,0.50%,1.50%,4.00%,9.00%,16.00%,30.00%,,685d682e411d00ff27780b53,685d682e411d00ff27780b56,685d682e411d00ff27780b5e,685d682e411d00ff27780b66,685d682e411d00ff27780b6e,685d682e411d00ff27780b74,,
Incubator,2,6 000 000,15500000,42000000,100000000,300000000,750000000,4.00%,8.00%,16.00%,24.00%,35.00%,55.00%,,6863bece411d00ff278209bd,6863bece411d00ff278209c0,6863bece411d00ff278209c8,6863bece411d00ff278209d0,6863bece411d00ff278209d8,6863bece411d00ff278209e0,,
Flight of Freedom,1,8 000 000,20000000,52500000,137900000,362000000,960000000,7.00%,12.00%,18.00%,26.00%,40.00%,55.00%,,6865256b411d00ff2789160b,6865256b411d00ff2789160e,6865256b411d00ff27891616,6865256b411d00ff2789161e,6865256b411d00ff27891626,6865256b411d00ff2789162e,,
COPA Sticker Pack,2,9 000 000,25000000,62000000,165000000,430000000,1200000000,2.00%,6.00%,11.00%,20.00%,34.00%,50.00%,,686cee04411d00ff279ae29f,686cee04411d00ff279ae2a2,686cee04411d00ff279ae2aa,686cee04411d00ff279ae2b2,686cee04411d00ff279ae2ba,686cee04411d00ff279ae2c2,,
Skullspur,2,800 000,2000000,5500000,15000000,40000000,100000000,0.00%,1.00%,3.00%,8.00%,14.00%,25.00%,,68775bf1411d00ff27b277e6,68775bf1411d00ff27b277e9,68775bf1411d00ff27b277ef,68775bf1411d00ff27b277f5,68775bf1411d00ff27b277fb,68775bf1411d00ff27b27801,,
Viking Hamster,2,1 500 000,4000000,10500000,27500000,75000000,200000000,0.50%,1.50%,4.00%,9.00%,16.00%,30.00%,,686bb949411d00ff2797800a,686bb949411d00ff2797800d,686bb949411d00ff27978015,686bb949411d00ff2797801d,686bb949411d00ff27978025,686bb949411d00ff2797802d,,
Contender,2,12 500 000,35000000,90000000,225000000,600000000,1500000000,5.00%,7.50%,12.50%,20.00%,35.00%,60.00%,,686e182b411d00ff279c81af,686e182b411d00ff279c81b2,686e182b411d00ff279c81ba,686e182b411d00ff279c81c2,686e182b411d00ff279c81ca,686e182b411d00ff279c81d2,,
Champion,2,15 000 000,,,,,,8.50%,,,,,,,686e186b411d00ff279c83ab,,,,,,,
RollerCup2025,2,20 250 000,53160000,139550000,366400000,962000000,2530000000,8.00%,10.00%,17.00%,25.00%,37.00%,60.00%,,686e4ad7411d00ff279e97f7,686e4ad7411d00ff279e97fa,686e4ad7411d00ff279e9802,686e4ad7411d00ff279e980a,686e4ad7411d00ff279e9812,686e4ad7411d00ff279e981a,,
Binglong Wyrm,2,2 000 000,6000000,15000000,40000000,100000000,300000000,3.00%,7.00%,14.00%,22.00%,32.00%,60.00%,,6870f5b4411d00ff27a65ff7,6870f5b4411d00ff27a65ffa,6870f5b4411d00ff27a66000,6870f5b4411d00ff27a66006,6870f5b4411d00ff27a6600c,6870f5b4411d00ff27a66012,,
Champion's Belt,2,250 000,650000,2000000,5000000,15000000,45000000,0.50%,1.50%,4.00%,8.00%,16.00%,25.00%,,6879ffd5265f9bf2be120194,6879ffd5265f9bf2be120197,6879ffd5265f9bf2be12019d,6879ffd5265f9bf2be1201a3,6879ffd5265f9bf2be1201a9,6879ffd5265f9bf2be1201af,,
Liberte Miner,2,15 000 000,40000000,100000000,,,,3.00%,9.00%,20.00%,,,,,6874e170411d00ff27acb844,6874e170411d00ff27acb847,6874e170411d00ff27acb84f,,,,,
Hamquistadors,2,37 000 000,105000000,275630000,723600000,1900000000,4990000000,2.50%,5.00%,9.00%,16.00%,27.00%,50.00%,,687922bf265f9bf2be103695,687922bf265f9bf2be103698,687922bf265f9bf2be10369e,687922bf265f9bf2be1036a4,687922bf265f9bf2be1036aa,687922bf265f9bf2be1036b0,,
Bio-Plasma,2,1 800 000,4730000,12420000,32700000,86000000,230000000,1.50%,2.50%,6.00%,10.00%,16.00%,25.00%,,687e3f48265f9bf2be1a835f,687e3f48265f9bf2be1a8362,687e3f48265f9bf2be1a8368,687e3f48265f9bf2be1a836e,687e3f48265f9bf2be1a8374,687e3f48265f9bf2be1a837a,,
Dusty Drifter,2,250 000,660000,1740000,4600000,13000000,40000000,0.00%,0.50%,1.50%,3.00%,5.00%,10.00%,,6872396b411d00ff27a83359,6872396b411d00ff27a8335c,6872396b411d00ff27a83364,6872396b411d00ff27a8336c,6872396b411d00ff27a83372,6872396b411d00ff27a83378,,
Skull Rancher,1,750 000,1970000,5180000,13600000,36000000,100000000,0.00%,0.50%,1.50%,3.00%,5.00%,10.00%,,68723a5a411d00ff27a835c6,68723a5a411d00ff27a835c9,68723a5a411d00ff27a835d1,68723a5a411d00ff27a835d9,68723a5a411d00ff27a835e1,68723a5a411d00ff27a835e9,,
Retired Sheriff,2,1 000 000,2630000,6910000,18200000,48000000,130000000,1.00%,2.50%,5.00%,9.00%,15.00%,23.00%,,68723af2411d00ff27a83704,68723af2411d00ff27a83707,68723af2411d00ff27a8370f,68723af2411d00ff27a83717,68723af2411d00ff27a8371f,68723af2411d00ff27a83727,,
The Corrupt Star,1,1 500 000,3940000,10350000,27200000,72000000,190000000,1.00%,2.50%,5.00%,9.00%,15.00%,23.00%,,68723c0a411d00ff27a837d8,68723c0a411d00ff27a837db,68723c0a411d00ff27a837e3,68723c0a411d00ff27a837eb,68723c0a411d00ff27a837f3,68723c0a411d00ff27a837fb,,
Banjo Blaster,2,2 000 000,5250000,13790000,36200000,96000000,260000000,2.00%,5.00%,9.00%,15.00%,22.00%,32.00%,,68723cd5411d00ff27a838f1,68723cd5411d00ff27a838f4,68723cd5411d00ff27a838fc,68723cd5411d00ff27a83904,68723cd6411d00ff27a8390c,68723cd6411d00ff27a83914,,
Boot Loot,1,2 500 000,6570000,17250000,45300000,119000000,320000000,3.00%,7.00%,12.00%,19.00%,28.00%,45.00%,,68723d88411d00ff27a839c3,68723d88411d00ff27a839c6,68723d88411d00ff27a839ce,68723d88411d00ff27a839d6,68723d88411d00ff27a839de,68723d88411d00ff27a839e6,,
El Detonador,2,3 000 000,7880000,20690000,54400000,143000000,380000000,5.00%,10.00%,17.00%,26.00%,38.00%,50.00%,,68723e26411d00ff27a83adc,68723e26411d00ff27a83adf,68723e26411d00ff27a83ae7,68723e26411d00ff27a83aef,68723e26411d00ff27a83af7,68723e26411d00ff27a83aff,,
Full Loot House,1,6 500 000,17070000,44810000,117700000,309000000,820000000,7.00%,12.00%,18.00%,30.00%,44.00%,60.00%,,68723ec8411d00ff27a83bae,68723ec8411d00ff27a83bb1,68723ec8411d00ff27a83bb9,68723ec8411d00ff27a83bc1,68723ec8411d00ff27a83bc9,68723ec8411d00ff27a83bd1,,
Wheely Willy,2,3 500 000,9190000,24130000,63400000,167000000,440000000,1.50%,2.50%,5.00%,9.00%,15.00%,25.00%,,68724898411d00ff27a845ff,68724898411d00ff27a84602,68724898411d00ff27a8460a,68724898411d00ff27a84612,68724898411d00ff27a8461a,68724898411d00ff27a84622,,
Billy the Squeak,2,9 000 000,23630000,62030000,162900000,428000000,1130000000,3.00%,7.00%,12.00%,18.00%,25.00%,33.00%,,6872491f411d00ff27a846d1,6872491f411d00ff27a846d4,6872491f411d00ff27a846dc,6872491f411d00ff27a846e4,6872491f411d00ff27a846ec,6872491f411d00ff27a846f4,,
Dutch Van Squeak,2,30 000 000,78750000,206720000,542700000,1425000000,3750000000,8.00%,12.00%,18.00%,26.00%,38.00%,55.00%,,687249b5411d00ff27a847e9,687249b5411d00ff27a847ec,687249b5411d00ff27a847f4,687249b5411d00ff27a847fc,687249b5411d00ff27a84804,687249b5411d00ff27a8480c,,
Bullet Bills,1,1 000 000,2630000,6910000,18200000,48000000,130000000,0.50%,1.50%,4.00%,7.00%,12.00%,18.00%,,687969b8265f9bf2be104754,687969b8265f9bf2be104757,687969b8265f9bf2be10475f,687969b8265f9bf2be104767,687969b8265f9bf2be10476f,687969b8265f9bf2be104777,,
Triple Trouble,2,1 200 000,3150000,8270000,21800000,58000000,160000000,0.50%,1.50%,4.00%,7.00%,12.00%,18.00%,,68796a58265f9bf2be104826,68796a58265f9bf2be104829,68796a58265f9bf2be104831,68796a58265f9bf2be104839,68796a58265f9bf2be104841,68796a58265f9bf2be104849,,
City of Sin,2,1 400 000,3680000,9660000,25400000,67000000,180000000,0.50%,1.50%,4.00%,7.00%,12.00%,18.00%,,68796adf265f9bf2be10493e,68796adf265f9bf2be104941,68796adf265f9bf2be104949,68796adf265f9bf2be104951,68796adf265f9bf2be104959,68796adf265f9bf2be104961,,
Don Skullini,2,1 600 000,4200000,11030000,29000000,77000000,210000000,1.00%,2.50%,5.00%,9.00%,15.00%,24.00%,,68796b7b265f9bf2be104a10,68796b7b265f9bf2be104a13,68796b7b265f9bf2be104a1b,68796b7b265f9bf2be104a23,68796b7b265f9bf2be104a2b,68796b7b265f9bf2be104a33,,
Tokyo Slicer,2,2 000 000,5250000,13790000,36200000,96000000,260000000,2.00%,5.00%,9.00%,15.00%,22.00%,30.00%,,68796c12265f9bf2be104b28,68796c12265f9bf2be104b2b,68796c12265f9bf2be104b33,68796c12265f9bf2be104b3b,68796c12265f9bf2be104b43,68796c12265f9bf2be104b4b,,
The Hamfather,2,6 000 000,15750000,41350000,108600000,286000000,760000000,3.00%,6.00%,10.00%,17.00%,25.00%,32.00%,,68796cb8265f9bf2be104bfa,68796cb8265f9bf2be104bfd,68796cb8265f9bf2be104c05,68796cb8265f9bf2be104c0d,68796cb8265f9bf2be104c15,68796cb8265f9bf2be104c1d,,
Chain Smoker,1,9 000 000,23630000,62030000,162900000,428000000,1130000000,5.00%,8.00%,12.00%,18.00%,28.00%,42.00%,,68796d7f265f9bf2be104d13,68796d7f265f9bf2be104d16,68796d7f265f9bf2be104d1e,68796d7f265f9bf2be104d26,68796d7f265f9bf2be104d2e,68796d7f265f9bf2be104d36,,
Crypto Capone,2,32 000 000,84000000,220500000,578900000,1520000000,3990000000,9.00%,13.00%,18.00%,26.00%,38.00%,55.00%,,68796e42265f9bf2be104f29,68796e42265f9bf2be104f2c,68796e42265f9bf2be104f34,68796e42265f9bf2be104f3c,68796e42265f9bf2be104f44,68796e42265f9bf2be104f4c,,
Wild Crypto West,2,21 000 000,55130000,144720000,379900000,998000000,2620000000,9.50%,23.00%,28.00%,35.00%,44.00%,55.00%,,687e35a3265f9bf2be1a807a,687e35a3265f9bf2be1a807d,687e35a3265f9bf2be1a8083,687e35a3265f9bf2be1a8089,687e35a3265f9bf2be1a808f,687e35a3265f9bf2be1a8095,,
Tekila Crypto Setup,2,12 000 000,35000000,85000000,220000000,600000000,1500000000,3.00%,7.00%,15.00%,24.00%,40.00%,55.00%,,688367e31560d1f293c6ffd4,688367e31560d1f293c6ffd7,688367e31560d1f293c6ffdf,688367e31560d1f293c6ffe7,688367e31560d1f293c6ffef,688367e31560d1f293c6fff7,,
Danse Macabre,2,1 500 000,4000000,12000000,30000000,75000000,200000000,1.00%,3.00%,8.00%,16.00%,28.00%,65.00%,,688376f71560d1f293c70cf0,688376f71560d1f293c70cf3,688376f71560d1f293c70cf9,688376f71560d1f293c70cff,688376f71560d1f293c70d05,688376f71560d1f293c70d0b,,
Sprout of Ether,2,2 000 000,5250000,13790000,36200000,96000000,260000000,2.00%,5.00%,12.00%,20.00%,35.00%,50.00%,,687f5cf9265f9bf2be1d2a42,687f5cf9265f9bf2be1d2a45,687f5cf9265f9bf2be1d2a4d,687f5cf9265f9bf2be1d2a55,687f5cf9265f9bf2be1d2a5d,687f5cf9265f9bf2be1d2a63,,
Drip of Vitalik,2,3 000 000,7880000,20690000,54400000,143000000,380000000,3.00%,7.00%,15.00%,24.00%,40.00%,55.00%,,687f5e00265f9bf2be1d2c4e,687f5e00265f9bf2be1d2c51,687f5e00265f9bf2be1d2c59,687f5e00265f9bf2be1d2c61,687f5e00265f9bf2be1d2c69,687f5e00265f9bf2be1d2c71,,
Node Nexus,2,4 000 000,10500000,27570000,72400000,191000000,510000000,4.00%,9.00%,18.00%,28.00%,45.00%,60.00%,,687f5f1e265f9bf2be1d2d22,687f5f1e265f9bf2be1d2d25,687f5f1e265f9bf2be1d2d2d,687f5f1e265f9bf2be1d2d35,687f5f1e265f9bf2be1d2d3d,687f5f1e265f9bf2be1d2d45,,
Terminal Eth.,2,10 000 000,27500000,75000000,180000000,475000000,1250000000,5.00%,8.00%,18.00%,30.00%,45.00%,60.00%,,68875e071560d1f293cdfff2,68875e071560d1f293cdfff5,68875e071560d1f293cdfffd,68875e071560d1f293ce0005,68875e071560d1f293ce000d,68875e071560d1f293ce0015,,
Ethaura,1,12 000 000,31500000,82690000,217100000,570000000,1500000000,6.00%,12.00%,18.00%,30.00%,45.00%,60.00%,,688a106f1560d1f293d57a72,688a106f1560d1f293d57a75,688a106f1560d1f293d57a7b,688a106f1560d1f293d57a81,688a106f1560d1f293d57a87,688a106f1560d1f293d57a8d,,
Etherial Shard Siren,1,1 000 000,3000000,7500000,20000000,50000000,150000000,1.50%,4.00%,9.00%,18.00%,35.00%,65.00%,,68889cd61560d1f293d17ae9,68889cd61560d1f293d17aec,68889cd61560d1f293d17af2,68889cd61560d1f293d17af8,68889cd61560d1f293d17afe,68889cd61560d1f293d17b04,,
Grand Crypto Canyon,2,28 000 000,100000000,262500000,689100000,1809000000,4750000000,11.00%,22.00%,33.00%,44.00%,55.00%,66.00%,,68839c6e1560d1f293c78e5c,68839c6e1560d1f293c78e5f,68839c6e1560d1f293c78e65,68839c6e1560d1f293c78e6b,68839c6e1560d1f293c78e71,68839c6e1560d1f293c78e77,,
Crypto Train,2,400 000,1050000,3000000,7500000,20000000,60000000,0.50%,3.00%,6.00%,10.00%,16.00%,25.00%,,688c88a51560d1f293dc51fb,688c88a51560d1f293dc51fe,688c88a51560d1f293dc5204,688c88a51560d1f293dc520a,688c88a51560d1f293dc5210,688c88a51560d1f293dc5216,,
Stolen Bitcoin,2,2 500 000,7500000,20000000,50000000,150000000,400000000,1.50%,5.00%,12.00%,25.00%,45.00%,65.00%,,688c83111560d1f293dc3b07,688c83111560d1f293dc3b0a,688c83111560d1f293dc3b10,688c83111560d1f293dc3b16,688c83111560d1f293dc3b1c,688c83111560d1f293dc3b22,,
Satoshi Sniffer,1,7 500 000,20000000,55000000,140000000,375000000,1000000000,3.00%,7.00%,15.00%,25.00%,45.00%,65.00%,,688cc6301560d1f293defb74,688cc6301560d1f293defb77,688cc6301560d1f293defb7d,688cc6301560d1f293defb83,688cc6301560d1f293defb89,688cc6301560d1f293defb8f,,
HODL HODL,2,14 500 000,38070000,99940000,262400000,689000000,1810000000,7.00%,12.00%,18.00%,26.00%,38.00%,55.00%,,6890e30c73641cbc58e06a94,6890e30c73641cbc58e06a97,6890e30c73641cbc58e06a9d,6890e30c73641cbc58e06aa3,6890e30c73641cbc58e06aa9,6890e30c73641cbc58e06aaf,,
BasaltRig,2,50 000,125000,320000,800000,2000000,5000000,0.20%,0.50%,0.80%,2.00%,4.00%,8.00%,,68b6d9dcf58321ae064c19e1,68b6d9dcf58321ae064c19e4,68b6d9dcf58321ae064c19ea,68b6d9dcf58321ae064c19f0,68b6d9dcf58321ae064c19f6,68b6d9dcf58321ae064c19fc,,
ClayRig,2,120 000,300000,750000,1880000,4700000,12000000,0.50%,1.25%,1.90%,4.00%,8.00%,16.00%,,68b6daa0f58321ae064c1bae,68b6daa0f58321ae064c1bb1,68b6daa0f58321ae064c1bb7,68b6daa0f58321ae064c1bbd,68b6daa0f58321ae064c1bc3,68b6daa0f58321ae064c1bc9,,
GravelRig,2,250 000,625000,1570000,3930000,9830000,25000000,1.00%,2.50%,3.80%,7.00%,14.00%,28.00%,,68b6db73f58321ae064c2051,68b6db73f58321ae064c2054,68b6db73f58321ae064c205a,68b6db73f58321ae064c2060,68b6db73f58321ae064c2066,68b6db73f58321ae064c206c,,
ShaleRig,2,400 000,1000000,2500000,6300000,15800000,40000000,2.00%,5.00%,6.50%,10.00%,18.00%,44.00%,,68b6dbf2f58321ae064c22d6,68b6dbf2f58321ae064c22d9,68b6dbf2f58321ae064c22df,68b6dbf2f58321ae064c22e5,68b6dbf2f58321ae064c22eb,68b6dbf2f58321ae064c22f1,,
Litecoin Dynamo,1,850 000,2500000,7500000,20000000,50000000,150000000,1.00%,3.00%,8.00%,16.00%,28.00%,65.00%,,6891ff0673641cbc58e41247,6891ff0673641cbc58e4124a,6891ff0673641cbc58e41250,6891ff0673641cbc58e41256,6891ff0673641cbc58e4125c,6891ff0673641cbc58e41262,,
Ordem e Progresso,2,17 500 000,45940000,120600000,316600000,832000000,2190000000,6.00%,8.00%,18.00%,30.00%,45.00%,60.00%,,68947a4373641cbc58e9857e,68947a4373641cbc58e98581,68947a4373641cbc58e98587,68947a4373641cbc58e9858d,68947a4373641cbc58e98593,68947a4373641cbc58e98599,,
Lazy Bull,2,25 000 000,65000000,175000000,450000000,,,8.00%,13.00%,20.00%,45.00%,,,,689b0f7373641cbc58f4b81f,689b0f7373641cbc58f4b822,689b0f7373641cbc58f4b828,689b0f7373641cbc58f4b82e,,,,
Silver Panic,1,800 000,,,,,,1.00%,,,,,,,6895dd5273641cbc58ed4378,,,,,,,
The Whisper String,1,1 800 000,,,,,,2.00%,,,,,,,6895ddb773641cbc58ed47ae,,,,,,,
Dusty Decider,1,2 800 000,,,,,,3.00%,,,,,,,6895de0673641cbc58ed4820,,,,,,,
Spoof Lock,1,3 600 000,,,,,,4.00%,,,,,,,6895dff073641cbc58ed5163,,,,,,,
Deadend Blueprint,1,5 000 000,,,,,,5.00%,,,,,,,6895e06273641cbc58ed51ae,,,,,,,
Golden Spur Hoard,2,9 000 000,25000000,65000000,175000000,450000000,1200000000,3.00%,8.00%,18.00%,30.00%,45.00%,60.00%,,6895d12873641cbc58ed3a88,6895d12873641cbc58ed3a8b,6895d12873641cbc58ed3a91,6895d12873641cbc58ed3a97,6895d12873641cbc58ed3a9d,6895d12873641cbc58ed3aa3,,
Ka-Boom,2,1 750 000,5000000,12500000,35000000,90000000,250000000,2.00%,5.00%,11.00%,22.00%,35.00%,55.00%,,689a0ca673641cbc58f2d4cc,689a0ca673641cbc58f2d4cf,689a0ca673641cbc58f2d4d5,689a0ca673641cbc58f2d4db,689a0ca673641cbc58f2d4e1,689a0ca673641cbc58f2d4e7,,
Rolly Trolley,2,28 000 000,75000000,200000000,500000000,,,8.00%,15.00%,35.00%,65.00%,,,,689cdd4753f26e9a07a3b2a9,689cdd4753f26e9a07a3b2ac,689cdd4753f26e9a07a3b2b4,689cdd4753f26e9a07a3b2bc,,,,
Rolly Trolley Gold,2,32 000 000,,,,,,10.00%,,,,,,,689cddc153f26e9a07a3b327,,,,,,,
